ID_ISFS,GROUP,FAMILY,GENUS,SPECIES SSP,Scientific name,Deutscher Name,CAT,Criteria,Bemerkungen
391000,Dicotyledones,Asteraceae,Serratula,tinctoria subsp. tinctoria,Serratula tinctoria subsp. tinctoria,Gewöhnliche Färber-Scharte,VU,B2ab(iii),"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
391150,Dicotyledones,Asteraceae,Serratula,tinctoria subsp. monticola,Serratula tinctoria subsp. monticola,Grossköpfige Färber-Scharte,LC,,
391250,Dicotyledones,Apiaceae,Seseli,annuum,Seseli annuum,Einjähriger Bergfenchel,VU,C2a(i),
391700,Dicotyledones,Apiaceae,Seseli,libanotis,Seseli libanotis,Hirschheil,LC,,
391800,Dicotyledones,Apiaceae,Seseli,montanum,Seseli montanum,Echter Bergfenchel,VU,C2a(i),
392200,Monocotyledones,Poaceae,Sesleria,caerulea,Sesleria caerulea,Kalk-Blaugras,LC,,
392500,Monocotyledones,Poaceae,Sesleria,sphaerocephala,Sesleria sphaerocephala,Kugelköpfiges Blaugras,VU,D2,
393200,Monocotyledones,Poaceae,Setaria,pumila,Setaria pumila,Graugrüne Borstenhirse,LC,,
393300,Monocotyledones,Poaceae,Setaria,verticillata,Setaria verticillata,Quirlige Borstenhirse,LC,,
393400,Monocotyledones,Poaceae,Setaria,verticilliformis,Setaria verticilliformis,Kurzborstige Borstenhirse,DD,,
393500,Monocotyledones,Poaceae,Setaria,viridis,Setaria viridis,Grüne Borstenhirse,LC,,
393600,Dicotyledones,Rubiaceae,Sherardia,arvensis,Sherardia arvensis,Ackerröte,LC,,
393700,Dicotyledones,Rosaceae,Sibbaldia,procumbens,Sibbaldia procumbens,Alpen-Gelbling,LC,,
393800,Dicotyledones,Lamiaceae,Sideritis,hyssopifolia,Sideritis hyssopifolia,Ysopblättriges Gliedkraut,VU,B2ac(iv); D2,
393900,Dicotyledones,Lamiaceae,Sideritis,montana,Sideritis montana,Berg-Gliedkraut,RE,,"Ausgestorben - keine neueren, verlässlichen Angaben"
394200,Dicotyledones,Apiaceae,Silaum,silaus,Silaum silaus,Wiesensilge,NT,B2b(iii),"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
394300,Dicotyledones,Caryophyllaceae,Silene,acaulis,Silene acaulis,Kalk-Polsternelke,LC,,
394500,Dicotyledones,Caryophyllaceae,Silene,armeria,Silene armeria,Nelken-Leimkraut,NT,B2ab(iii),"Nur in den Südalpen, Wallis und Chablais VD einheimisch"
394700,Dicotyledones,Caryophyllaceae,Silene,coronaria,Silene coronaria,Kron-Lichtnelke,NT,B2a; D2,"Oft kultiviert, nur in der Nähe von Fully einheimisch"
394750,Dicotyledones,Caryophyllaceae,Silene,cretica,Silene cretica,Kretisches Leimkraut,RE,,
394900,Dicotyledones,Caryophyllaceae,Silene,dioica,Silene dioica,Rote Waldnelke,LC,,
395100,Dicotyledones,Caryophyllaceae,Silene,exscapa,Silene exscapa,Silikat-Polsternelke,LC,,
395200,Dicotyledones,Caryophyllaceae,Silene,flos-cuculi,Silene flos-cuculi,Kuckucks-Lichtnelke,LC,,
395300,Dicotyledones,Caryophyllaceae,Silene,flos-jovis,Silene flos-jovis,Jupiter-Lichtnelke,NT,B2b(iii),
395400,Dicotyledones,Caryophyllaceae,Silene,gallica,Silene gallica,Französisches Leimkraut,CR(PE),,"Vermutlich ausgestorben, höchstens ab und zu vereinzelte adventive Vorkommen"
395700,Dicotyledones,Caryophyllaceae,Silene,italica,Silene italica,Italienisches Leimkraut,DD,,
396000,Dicotyledones,Caryophyllaceae,Silene,noctiflora,Silene noctiflora,Acker-Waldnelke,VU,B2b(iii)c(iii),
396050,Dicotyledones,Caryophyllaceae,Silene,nutans,Silene nutans,Nickendes Leimkraut,LC,,"Achtung: Die Art enthält mehrere bewertete Unterarten, darunter auch potenziell gefährdete"
396100,Dicotyledones,Caryophyllaceae,Silene,nutans subsp. nutans,Silene nutans subsp. nutans,Gewöhnliches Nickendes Leimkraut,LC,,
396150,Dicotyledones,Caryophyllaceae,Silene,nutans subsp. insubrica,Silene nutans subsp. insubrica,Insubrisches Nickendes Leimkraut,NT,B2ab(iii),
396300,Dicotyledones,Caryophyllaceae,Silene,otites,Silene otites,Öhrchen-Leimkraut,NT,B2b(iii),"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
396400,Dicotyledones,Caryophyllaceae,Silene,pratensis,Silene pratensis,Weisse Waldnelke,LC,,
396600,Dicotyledones,Caryophyllaceae,Silene,pusilla,Silene pusilla,Strahlensame,LC,,
396800,Dicotyledones,Caryophyllaceae,Silene,rupestris,Silene rupestris,Felsen-Leimkraut,LC,,
396900,Dicotyledones,Caryophyllaceae,Silene,saxifraga,Silene saxifraga,Steinbrech-Leimkraut,NT,C2a(i),
397000,Dicotyledones,Caryophyllaceae,Silene,suecica,Silene suecica,Alpen-Pechnelke,NT,C2a(i),
397100,Dicotyledones,Caryophyllaceae,Silene,vallesia,Silene vallesia,Walliser Leimkraut,VU,C2a(i),
397200,Dicotyledones,Caryophyllaceae,Silene,viscaria,Silene viscaria,Gemeine Pechnelke,NT,A4c; B2b(iii),
397295,Dicotyledones,Caryophyllaceae,Silene,vulgaris,Silene vulgaris,Klatschnelke,LC,,Die Art enthält mehrere bewertete Unterarten
397300,Dicotyledones,Caryophyllaceae,Silene,vulgaris subsp. vulgaris,Silene vulgaris subsp. vulgaris,Gewöhnliche Klatschnelke,LC,,
397400,Dicotyledones,Caryophyllaceae,Silene,vulgaris subsp. glareosa,Silene vulgaris subsp. glareosa,Alpen-Klatschnelke,LC,,
397600,Dicotyledones,Caryophyllaceae,Silene,vulgaris subsp. prostrata,Silene vulgaris subsp. prostrata,Niederliegendes Leimkraut,DD,,
397900,Dicotyledones,Brassicaceae,Sinapis,alba,Sinapis alba,Weisser Senf,LC,,
398000,Dicotyledones,Brassicaceae,Sinapis,arvensis,Sinapis arvensis,Acker-Senf,LC,,
398100,Dicotyledones,Apiaceae,Sison,amomum,Sison amomum,Gewürzdolde,EN,C2a(i),
398300,Dicotyledones,Brassicaceae,Sisymbrium,austriacum,Sisymbrium austriacum,Österreicher Rauke,NT,B2ab(iii),
398600,Dicotyledones,Brassicaceae,Sisymbrium,officinale,Sisymbrium officinale,Weg-Rauke,LC,,
398800,Dicotyledones,Brassicaceae,Sisymbrium,strictissimum,Sisymbrium strictissimum,Steife Rauke,NT,B2b(iii); C2a(i),
398900,Dicotyledones,Brassicaceae,Sisymbrium,supinum,Sisymbrium supinum,Niederliegende Rauke,CR,"B2ab(iii,v); C2a(i)b",
399300,Dicotyledones,Apiaceae,Sium,latifolium,Sium latifolium,Grosser Merk,CR,C1,
399500,Dicotyledones,Solanaceae,Solanum,dulcamara,Solanum dulcamara,Bittersüsser Nachtschatten,LC,,
400100,Dicotyledones,Solanaceae,Solanum,nigrum,Solanum nigrum,Schwarzer Nachtschatten,LC,,Nur die Unterart subsp. nigrum einheimisch
400450,Dicotyledones,Solanaceae,Solanum,villosum,Solanum villosum,Gelber Nachtschatten,NT,B2a,Die Art enthält mehrere bewertete Unterarten
400460,Dicotyledones,Solanaceae,Solanum,villosum subsp. villosum,Solanum villosum subsp. villosum,Gelber Nachtschatten,NT,B2a,
400470,Dicotyledones,Solanaceae,Solanum,villosum subsp. miniatum,Solanum villosum subsp. miniatum,Mennigroter Nachtschatten,DD,,
400600,Dicotyledones,Primulaceae,Soldanella,alpina,Soldanella alpina,Grosses Alpenglöckchen,LC,,
400800,Dicotyledones,Primulaceae,Soldanella,pusilla,Soldanella pusilla,Kleines Alpenglöckchen,LC,,
401395,Dicotyledones,Asteraceae,Solidago,virgaurea,Solidago virgaurea,Echte Goldrute,LC,,Die Art enthält mehrere bewertete Unterarten
401400,Dicotyledones,Asteraceae,Solidago,virgaurea subsp. virgaurea,Solidago virgaurea subsp. virgaurea,Gewöhnliche Goldrute,LC,,
401500,Dicotyledones,Asteraceae,Solidago,virgaurea subsp. minuta,Solidago virgaurea subsp. minuta,Alpen-Goldrute,LC,,
401595,Dicotyledones,Asteraceae,Sonchus,arvensis,Sonchus arvensis,Acker-Gänsedistel,LC,,"Achtung: Die Art enthält mehrere bewertete Unterarten, darunter auch stark gefährdete"
401600,Dicotyledones,Asteraceae,Sonchus,arvensis subsp. arvensis,Sonchus arvensis subsp. arvensis,Gewöhnliche Acker-Gänsedistel,LC,,
401700,Dicotyledones,Asteraceae,Sonchus,arvensis subsp. uliginosus,Sonchus arvensis subsp. uliginosus,Drüsenlose Acker-Gänsedistel,EN,B2ab(Iv),
401800,Dicotyledones,Asteraceae,Sonchus,asper,Sonchus asper,Raue Gänsedistel,LC,,
401900,Dicotyledones,Asteraceae,Sonchus,oleraceus,Sonchus oleraceus,Kohl-Gänsedistel,LC,,
402000,Dicotyledones,Asteraceae,Sonchus,palustris,Sonchus palustris,Sumpf-Gänsedistel,RE,,Ausgestorben - letzte Beobachtung vor 1900
402200,Dicotyledones,Rosaceae,Sorbus,aria,Sorbus aria,Echter Mehlbeerbaum,LC,,
402300,Dicotyledones,Rosaceae,Sorbus,aucuparia,Sorbus aucuparia,Vogelbeerbaum,LC,,Die Art enthält mehrere bewertete Unterarten
402330,Dicotyledones,Rosaceae,Sorbus,aucuparia subsp. aucuparia,Sorbus aucuparia subsp. aucuparia,Vogelbeerbaum,LC,,
402360,Dicotyledones,Rosaceae,Sorbus,aucuparia subsp. glabrata,Sorbus aucuparia subsp. glabrata,Kahler Vogelbeerbaum,DD,,
402400,Dicotyledones,Rosaceae,Sorbus,chamaemespilus,Sorbus chamaemespilus,Zwergmispel,LC,,
402500,Dicotyledones,Rosaceae,Sorbus,domestica,Sorbus domestica,Speierling,EN,C2a(i),"Oft kultiviert, nur natürliche Vorkommen berücksichtigt"
402550,Dicotyledones,Rosaceae,Sorbus,latifolia,Sorbus latifolia,Breitblättriger Mehlberbaum,NT,B2a,
402600,Dicotyledones,Rosaceae,Sorbus,mougeotii,Sorbus mougeotii,Berg-Mehlbeerbaum,LC,,
402700,Dicotyledones,Rosaceae,Sorbus,torminalis,Sorbus torminalis,Elsbeerbaum,LC,,
402900,Monocotyledones,Typhaceae,Sparganium,angustifolium,Sparganium angustifolium,Schmalblättriger Igelkolben,NT,B2b(iii),
403000,Monocotyledones,Typhaceae,Sparganium,emersum,Sparganium emersum,Einfacher Igelkolben,VU,B2ab(iii),
403100,Monocotyledones,Typhaceae,Sparganium,erectum,Sparganium erectum,Ästiger Igelkolben,NT,B2b(iii),"Achtung: Die Art enthält mehrere bewertete Unterarten, darunter auch stark gefährdete"
403200,Monocotyledones,Typhaceae,Sparganium,erectum subsp. erectum,Sparganium erectum subsp. erectum,Gewöhnlicher Ästiger Igelkolben,NT,A4c; B2ab(iii),
403300,Monocotyledones,Typhaceae,Sparganium,erectum subsp. microcarpum,Sparganium erectum subsp. microcarpum,Kleinfrüchtiger Ästiger Igelkolben,EN,A2c; B2ab(iii); C2a(i),
403400,Monocotyledones,Typhaceae,Sparganium,erectum subsp. neglectum,Sparganium erectum subsp. neglectum,Übersehener Ästiger Igelkolben,NT,B2b(iii),
403500,Monocotyledones,Typhaceae,Sparganium,erectum subsp. oocarpum,Sparganium erectum subsp. oocarpum,Eifrüchtiger Ästiger Igelkolben,DD,,
403800,Monocotyledones,Typhaceae,Sparganium,natans,Sparganium natans,Kleiner Igelkolben,EN,A4c; B2ab(iii),
404300,Dicotyledones,Caryophyllaceae,Spergula,arvensis,Spergula arvensis,Acker-Spark,VU,A2c,
404700,Dicotyledones,Caryophyllaceae,Spergularia,rubra,Spergularia rubra,Rote Schuppenmiere,LC,,
404800,Dicotyledones,Caryophyllaceae,Spergularia,segetalis,Spergularia segetalis,Getreidemiere,RE,,Ausgestorben - letzte Beobachtung bei Basel um 1925
405000,Monocotyledones,Orchidaceae,Spiranthes,aestivalis,Spiranthes aestivalis,Sommer-Wendelähre,VU,"A3c; B2ab(iii,iv,v)","Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
405100,Monocotyledones,Orchidaceae,Spiranthes,spiralis,Spiranthes spiralis,Herbst-Wendelähre,VU,"A3d; B2ab(ii,iii,iv,v)","Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
405200,Monocotyledones,Araceae,Spirodela,polyrhiza,Spirodela polyrhiza,Teichlinse,NT,A2c,
405300,Dicotyledones,Lamiaceae,Stachys,alopecuros,Stachys alopecuros,Gelbe Betonie,VU,D2,Nur in den Südalpen einheimisch (für Einstufung berücksichtigt)
405400,Dicotyledones,Lamiaceae,Stachys,alpina,Stachys alpina,Alpen-Ziest,LC,,
405500,Dicotyledones,Lamiaceae,Stachys,annua,Stachys annua,Einjähriger Ziest,VU,A3c,"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
405600,Dicotyledones,Lamiaceae,Stachys,arvensis,Stachys arvensis,Acker-Ziest,CR,"B2ab(iii,iv,v)c(iii,iv)",
405800,Dicotyledones,Lamiaceae,Stachys,germanica,Stachys germanica,Deutscher Ziest,VU,D1,
406000,Dicotyledones,Lamiaceae,Stachys,officinalis,Stachys officinalis,Echte Betonie,LC,,
406400,Dicotyledones,Lamiaceae,Stachys,palustris,Stachys palustris,Sumpf-Ziest,LC,,
406500,Dicotyledones,Lamiaceae,Stachys,pradica,Stachys pradica,Alpen-Betonie,NT,A2c; B2b(iii),
406595,Dicotyledones,Lamiaceae,Stachys,recta,Stachys recta,Aufrechter Ziest,LC,,"Achtung: Die Art enthält mehrere bewertete Unterarten, darunter auch gefährdete"
406600,Dicotyledones,Lamiaceae,Stachys,recta subsp. recta,Stachys recta subsp. recta,Gewöhnlicher Aufrechter Ziest,LC,,
406700,Dicotyledones,Lamiaceae,Stachys,recta subsp. grandiflora,Stachys recta subsp. grandiflora,Grossblütiger Aufrechter Ziest,VU,D2,
406800,Dicotyledones,Lamiaceae,Stachys,sylvatica,Stachys sylvatica,Wald-Ziest,LC,,
407000,Dicotyledones,Staphyleaceae,Staphylea,pinnata,Staphylea pinnata,Pimpernuss,VU,C2a(i),"Oft kultiviert, nur natürliche Vorkommen eingestuft, zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
407100,Dicotyledones,Caryophyllaceae,Stellaria,alsine,Stellaria alsine,Moor-Sternmiere,LC,,
407500,Dicotyledones,Caryophyllaceae,Stellaria,graminea,Stellaria graminea,Gras-Sternmiere,LC,,
407600,Dicotyledones,Caryophyllaceae,Stellaria,holostea,Stellaria holostea,Grossblütige Sternmiere,NT,"B2b(iii,iv)",
407700,Dicotyledones,Caryophyllaceae,Stellaria,longifolia,Stellaria longifolia,Langblättrige Sternmiere,EN,C2a(i),
407800,Dicotyledones,Caryophyllaceae,Stellaria,media,Stellaria media,Gewöhnliche Vogelmiere,LC,,
407805,Dicotyledones,Caryophyllaceae,Stellaria,media aggr.,Stellaria media aggr.,Vogelmiere,LC,,"Achtung: Das Aggregat enthält mehrere bewertete Arten, darunter auch potenziell gefährdete"
408000,Dicotyledones,Caryophyllaceae,Stellaria,neglecta,Stellaria neglecta,Übersehene Vogelmiere,NT,B2a,
408095,Dicotyledones,Caryophyllaceae,Stellaria,nemorum,Stellaria nemorum,Hain-Sternmiere,LC,,Die Art enthält mehrere bewertete Unterarten
408100,Dicotyledones,Caryophyllaceae,Stellaria,nemorum subsp. nemorum,Stellaria nemorum subsp. nemorum,Gewöhnliche Hain-Sternmiere,LC,,
408250,Dicotyledones,Caryophyllaceae,Stellaria,nemorum subsp. montana,Stellaria nemorum subsp. montana,Berg Hain-Sternmiere,LC,,
408300,Dicotyledones,Caryophyllaceae,Stellaria,pallida,Stellaria pallida,Bleiche Vogelmiere,LC,,In Ausbreitung
408400,Dicotyledones,Caryophyllaceae,Stellaria,palustris,Stellaria palustris,Sumpf-Sternmiere,RE,,Ausgestorben - keine sichere rezente Beobachtung
408600,Dicotyledones,Asteraceae,Stemmacantha,rhapontica,Stemmacantha rhapontica,Alpen-Bergscharte,LC,,"Achtung: Die Art enthält mehrere bewertete Unterarten, darunter auch gefährdete"
408700,Dicotyledones,Asteraceae,Stemmacantha,rhapontica subsp. rhapontica,Stemmacantha rhapontica subsp. rhapontica,Alpen-Bergscharte,LC,,
408800,Dicotyledones,Asteraceae,Stemmacantha,rhapontica subsp. lamarckii,Stemmacantha rhapontica subsp. lamarckii,Lamarcks Bergscharte,VU,D1; D2,
409000,Monocotyledones,Poaceae,Stipa,capillata,Stipa capillata,Pfriemgras,NT,"B2b(i,iii)",
409050,Monocotyledones,Poaceae,Stipa,eriocaulis,Stipa eriocaulis,Zierliches Federgras,NT,B2b(iii),
409500,Monocotyledones,Poaceae,Stipa,pennata,Stipa pennata,Gewöhnliches Federgras,NT,B2b(iii),
409505,Monocotyledones,Poaceae,Stipa,pennata aggr. sensu Heitz,Stipa pennata aggr. sensu Heitz,Federgras,NT,B2b(iii),Das Aggregat enthält mehrere bewertete Arten
409800,Monocotyledones,Liliaceae,Streptopus,amplexifolius,Streptopus amplexifolius,Knotenfuss,LC,,
409900,Dicotyledones,Brassicaceae,Subularia,aquatica,Subularia aquatica,Pfriemenkresse,RE,,Ausgestorben - nur Angabe aus 18. Jahrhundert bei Basel
410100,Dicotyledones,Caprifoliaceae,Succisa,pratensis,Succisa pratensis,Abbisskraut,LC,,
410300,Dicotyledones,Gentianaceae,Swertia,perennis,Swertia perennis,Moorenzian,NT,B2b(iii),"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
410700,Dicotyledones,Boraginaceae,Symphytum,bulbosum,Symphytum bulbosum,Knollige Wallwurz,NT,B2b(ii),
410800,Dicotyledones,Boraginaceae,Symphytum,officinale,Symphytum officinale,Echte Wallwurz,LC,,
410900,Dicotyledones,Boraginaceae,Symphytum,tuberosum,Symphytum tuberosum,Knotige Wallwurz,LC,,
411200,Monocotyledones,Dioscoreaceae,Tamus,communis,Tamus communis,Schmerwurz,LC,,
411500,Dicotyledones,Asteraceae,Tanacetum,corymbosum,Tanacetum corymbosum,Straussblütige Margerite,NT,A2c; B2b(iii),
411800,Dicotyledones,Asteraceae,Tanacetum,vulgare,Tanacetum vulgare,Rainfarn,LC,,
411850,Dicotyledones,Asteraceae,Taraxacum,alpestre aggr.,Taraxacum alpestre aggr.,Gebirgs-Löwenzahn,LC,,
412000,Dicotyledones,Asteraceae,Taraxacum,alpinum aggr.,Taraxacum alpinum aggr.,Alpen-Löwenzahn,LC,,
412100,Dicotyledones,Asteraceae,Taraxacum,aquilonare,Taraxacum aquilonare,Graugrüner Löwenzahn,VU,D2,
412300,Dicotyledones,Asteraceae,Taraxacum,ceratophorum aggr.,Taraxacum ceratophorum aggr.,Gehörnter Löwenzahn,EN,D,
412500,Dicotyledones,Asteraceae,Taraxacum,cucullatum aggr.,Taraxacum cucullatum aggr.,Kapuzen-Löwenzahn,NT,C2a(i),
412600,Dicotyledones,Asteraceae,Taraxacum,dissectum,Taraxacum dissectum,Schlitzblättriger Löwenzahn,EN,A4d; C2a(i),
412700,Dicotyledones,Asteraceae,Taraxacum,fontanum aggr.,Taraxacum fontanum aggr.,Quell-Löwenzahn,VU,D2,
412900,Dicotyledones,Asteraceae,Taraxacum,laevigatum aggr.,Taraxacum laevigatum aggr.,Glatter Löwenzahn,LC,,
413100,Dicotyledones,Asteraceae,Taraxacum,officinale aggr.,Taraxacum officinale aggr.,Gewöhnlicher Löwenzahn,LC,,
413200,Dicotyledones,Asteraceae,Taraxacum,pacheri,Taraxacum pacheri,Pachers Löwenzahn,VU,A2c; C1; C2a(i),
413400,Dicotyledones,Asteraceae,Taraxacum,palustre aggr.,Taraxacum palustre aggr.,Sumpf-Löwenzahn,NT,B2b(iii),
413500,Dicotyledones,Asteraceae,Taraxacum,schroeterianum,Taraxacum schroeterianum,Schröters Löwenzahn,NT,B2b(iii),
413600,Gymnosperma,Taxaceae,Taxus,baccata,Taxus baccata,Eibe,LC,,
413700,Dicotyledones,Brassicaceae,Teesdalia,nudicaulis,Teesdalia nudicaulis,Teesdalie,RE,,Ausgestorben - letzte Beobachtung vor 1900 bei Basel
414000,Dicotyledones,Caryophyllaceae,Telephium,imperati,Telephium imperati,Zierspark,NT,B1b(iii); B2b(iii),
414100,Dicotyledones,Asteraceae,Tephroseris,capitata,Tephroseris capitata,Orangerotes Greiskraut,VU,C2a(i),
414200,Dicotyledones,Asteraceae,Tephroseris,helenitis,Tephroseris helenitis,Alant-Greiskraut,EN,"B2ab(ii,iii); C1; C2a(i)",
414300,Dicotyledones,Asteraceae,Tephroseris,integrifolia,Tephroseris integrifolia,Ganzblättriges Greiskraut,VU,B1ab(iii); B2ab(iii); D2,"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
414400,Dicotyledones,Asteraceae,Tephroseris,tenuifolia,Tephroseris tenuifolia,Gaudins Greiskraut,VU,D2,
414900,Dicotyledones,Lamiaceae,Teucrium,botrys,Teucrium botrys,Trauben-Gamander,VU,"A2c; B2ab(ii,iii,iv)",
415000,Dicotyledones,Lamiaceae,Teucrium,chamaedrys,Teucrium chamaedrys,Edel-Gamander,LC,,
415100,Dicotyledones,Lamiaceae,Teucrium,montanum,Teucrium montanum,Berg-Gamander,LC,,
415200,Dicotyledones,Lamiaceae,Teucrium,scordium,Teucrium scordium,Knoblauch-Gamander,EN,A4c; B2ab(iii),"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
415300,Dicotyledones,Lamiaceae,Teucrium,scorodonia,Teucrium scorodonia,Salbeiblättriger Gamander,LC,,
415400,Dicotyledones,Ranunculaceae,Thalictrum,alpinum,Thalictrum alpinum,Alpen-Wiesenraute,NT,B1ab(iii); B2ab(iii),
415500,Dicotyledones,Ranunculaceae,Thalictrum,aquilegiifolium,Thalictrum aquilegiifolium,Akeleiblättrige Wiesenraute,LC,,
415800,Dicotyledones,Ranunculaceae,Thalictrum,flavum,Thalictrum flavum,Gelbe Wiesenraute,VU,B2ab(iii),"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
415900,Dicotyledones,Ranunculaceae,Thalictrum,foetidum,Thalictrum foetidum,Stinkende Wiesenraute,LC,,
416100,Dicotyledones,Ranunculaceae,Thalictrum,lucidum,Thalictrum lucidum,Hohe Wiesenraute,EN,"B2ab(ii,iii)",
416195,Dicotyledones,Ranunculaceae,Thalictrum,minus,Thalictrum minus,Kleine Wiesenraute,LC,,Die Art enthält mehrere bewertete Unterarten
416200,Dicotyledones,Ranunculaceae,Thalictrum,minus subsp. minus,Thalictrum minus subsp. minus,Gewöhnliche Kleine Wiesenraute,LC,,
416300,Dicotyledones,Ranunculaceae,Thalictrum,minus subsp. saxatile,Thalictrum minus subsp. saxatile,Felsen-Wiesenraute,LC,,
416600,Dicotyledones,Ranunculaceae,Thalictrum,simplex,Thalictrum simplex,Einfache Wiesenraute,EN,C2a(i),"Achtung: Die Art enthält mehrere bewertete Unterarten, darunter auch noch stärker gefährdete. Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
416680,Dicotyledones,Ranunculaceae,Thalictrum,simplex subsp. simplex,Thalictrum simplex subsp. simplex,Einfache Wiesenraute,EN,C2a(i),"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
416800,Dicotyledones,Ranunculaceae,Thalictrum,simplex subsp. galioides,Thalictrum simplex subsp. galioides,Labkraut-Wiesenraute,CR,D,
417000,Pteridophyta,Thelypteridaceae,Thelypteris,palustris,Thelypteris palustris,Sumpffarn,VU,A3c; B2ab(iii),"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
417200,Dicotyledones,Santalaceae,Thesium,alpinum,Thesium alpinum,Alpen-Bergflachs,LC,,
417300,Dicotyledones,Santalaceae,Thesium,bavarum,Thesium bavarum,Bayrischer Bergflachs,NT,B2b(iii),
417500,Dicotyledones,Santalaceae,Thesium,humifusum,Thesium humifusum,Niederliegender Bergflachs,CR,B2ab(iii); C2a(ii),"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
417600,Dicotyledones,Santalaceae,Thesium,linophyllon,Thesium linophyllon,Leinblättriger Bergflachs,VU,A2c,
417700,Dicotyledones,Santalaceae,Thesium,pyrenaicum,Thesium pyrenaicum,Pyrenäen-Bergflachs,LC,,
417800,Dicotyledones,Santalaceae,Thesium,rostratum,Thesium rostratum,Schnabelfrüchtiger Bergflachs,EN,A3c,"Zukünftige Gefährdung mitberücksichtigt (vgl.Anhang 2, Abschnitt A2-6)"
417995,Dicotyledones,Brassicaceae,Thlaspi,alpestre aggr.,Thlaspi alpestre aggr.,Voralpen-Täschelkraut,NT,B2b(iii),Das Aggregat enthält mehrere bewertete Arten
418200,Dicotyledones,Brassicaceae,Thlaspi,arvense,Thlaspi arvense,Acker-Täschelkraut,LC,,
418300,Dicotyledones,Brassicaceae,Thlaspi,brachypetalum,Thlaspi brachypetalum,Kleinblütiges Voralpen-Täschelkraut,NT,B2b(iii),
418400,Dicotyledones,Brassicaceae,Thlaspi,caerulescens,Thlaspi caerulescens,Bläuliches Voralpen-Täschelkraut,NT,B2b(iii),
418700,Dicotyledones,Brassicaceae,Thlaspi,montanum,Thlaspi montanum,Berg-Täschelkraut,NT,B2b(iii),
418800,Dicotyledones,Brassicaceae,Thlaspi,perfoliatum,Thlaspi perfoliatum,Stängelumfassendes Täschelkraut,LC,,
419095,Dicotyledones,Brassicaceae,Thlaspi,rotundifolium,Thlaspi rotundifolium,Rundblättriges Täschelkraut,LC,,"Achtung: Die Art enthält mehrere bewertete Unterarten, darunter auch potenziell gefährdete"
419100,Dicotyledones,Brassicaceae,Thlaspi,rotundifolium subsp. rotundifolium,Thlaspi rotundifolium subsp. rotundifolium,Gewöhnliches Rundblättriges Täschelkraut,LC,,
419200,Dicotyledones,Brassicaceae,Thlaspi,rotundifolium subsp. corymbosum,Thlaspi rotundifolium subsp. corymbosum,Doldentraubiges Rundblättriges Täschelkraut,NT,A2c; B2b(iv),
419400,Dicotyledones,Brassicaceae,Thlaspi,sylvium,Thlaspi sylvium,Matterhorn-Täschelkraut,VU,D2,
419500,Dicotyledones,Brassicaceae,Thlaspi,virens,Thlaspi virens,Grünes Täschelkraut,NT,B2a; D2,
419800,Dicotyledones,Thymelaeaceae,Thymelaea,passerina,Thymelaea passerina,Spatzenzunge,CR,"A4c; B2ab(ii,iii,iv,v)",
419900,Dicotyledones,Lamiaceae,Thymus,alpestris,Thymus alpestris,Voralpen-Feld-Thymian,LC,,
420400,Dicotyledones,Lamiaceae,Thymus,longicaulis,Thymus longicaulis,Langstengliger Thymian,NT,B2b(iii),
420500,Dicotyledones,Lamiaceae,Thymus,oenipontanus,Thymus oenipontanus,Innsbrucker Feld-Thymian,DD,,
420800,Dicotyledones,Lamiaceae,Thymus,praecox subsp. praecox,Thymus praecox subsp. praecox,Früher Feld-Thymian,LC,,
420900,Dicotyledones,Lamiaceae,Thymus,praecox subsp. polytrichus,Thymus praecox subsp. polytrichus,Gebirgs-Feld-Thymian,LC,,
421000,Dicotyledones,Lamiaceae,Thymus,pulegioides subsp. pulegioides,Thymus pulegioides subsp. pulegioides,Arznei-Feld-Thymian,LC,,
421100,Dicotyledones,Lamiaceae,Thymus,pulegioides subsp. carniolicus,Thymus pulegioides subsp. carniolicus,Krainer Feld-Thymian,NT,B2b(iii),
